name,company,year,Price,kms_driven,fuel_type,transmission
HYUNDAI I10MAGNA 1.2,HYUNDAI,2010,"2,93,299",78302 kms,Petrol,Manual
HYUNDAI EONERA PLUS,HYUNDAI,2013,"3,22,399",31166 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2013,"3,17,799",30581 kms,Petrol,Manual
MARUTI EECO5 STR WITH AC PLUSHTR,MARUTI,2019,"4,37,399",18951 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2012,"2,42,199",64304 kms,Petrol,Manual
HYUNDAI I10MAGNA 1.2 KAPPA2,HYUNDAI,2011,"3,20,699",70969 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2010,"1,94,599",59344 kms,Petrol,Manual
MARUTI ,MARUTI,2016,"2,97,899",60866 kms,Petrol,
HONDA JAZZ1.2 V MT,HONDA,2017,"5,71,299",34743 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2 AT KAPPA2,HYUNDAI,2011,"3,28,399",109888 kms,Petrol,Automatic
MARUTI WAGON R 1.0VXI,MARUTI,2016,"4,27,199",35463 kms,Petrol,Manual
HONDA AMAZE1.2 SMT I VTEC,HONDA,2015,"4,66,399",37907 kms,Petrol,Manual
HYUNDAI I10MAGNA 1.2 KAPPA2,HYUNDAI,2013,"3,18,699",87911 kms,Petrol,Manual
MARUTI EECO5 STR WITH AC PLUSHTR,MARUTI,2019,"4,51,499",21402 kms,Petrol,Manual
MARUTI CELERIOVXI,MARUTI,2014,"3,77,899",51226 kms,Petrol,Manual
MARUTI WAGON RLXI,MARUTI,2009,"2,38,699",68635 kms,Petrol,Manual
HYUNDAI ELITE I20SPORTZ 1.2,HYUNDAI,2017,"6,27,599",38526 kms,Petrol,Manual
HYUNDAI I20MAGNA O 1.2,HYUNDAI,2010,"3,44,099",68124 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2010,"2,26,499",45557 kms,Petrol,Manual
MARUTI SWIFT DZIREZXI 1.2 BS IV,MARUTI,2016,"6,64,799",33459 kms,Petrol,Manual
MARUTI ,MARUTI,2016,"3,37,799",47897 kms,Petrol,
MARUTI SWIFT DZIREVDI OPT,MARUTI,2017,"6,99,999",19208 kms,Diesel,Manual
MARUTI BALENOZETA DDIS 190,MARUTI,2015,"6,11,899",65879 kms,Diesel,Manual
MARUTI BALENOALPHA DDIS 190,MARUTI,2016,"6,58,199",51170 kms,Diesel,Manual
MARUTI VITARA BREZZAVDI AMT,MARUTI,2018,"9,01,099",8592 kms,Diesel,Manual
MARUTI ALTOLXI,MARUTI,2009,"1,80,499",74115 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2017,"3,67,399",68637 kms,Petrol,Manual
MARUTI BALENOALPHA 1.2 K12,MARUTI,2018,"7,05,099",17499 kms,Petrol,Manual
HYUNDAI I10MAGNA 1.2,HYUNDAI,2009,"2,32,799",66427 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2018,"3,31,199",51080 kms,Petrol,Manual
HYUNDAI I10ERA 1.1 IRDE,HYUNDAI,2009,"2,52,099",67325 kms,Petrol,Manual
HYUNDAI I20SPORTZ 1.2 O,HYUNDAI,2011,"3,97,499",83890 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2009,"1,81,199",60584 kms,Petrol,Manual
HYUNDAI SANTRO XINGGLS,HYUNDAI,2007,"2,01,399",38392 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2017,"3,16,599",84937 kms,Petrol,Manual
HONDA BRIO1.2 S MT I VTEC,HONDA,2013,"3,41,699",62124 kms,Petrol,Manual
MARUTI BALENOALPHA 1.2 K12,MARUTI,2018,"7,06,499",16212 kms,Petrol,Manual
MARUTI ALTO 800VXI,MARUTI,2015,"3,20,499",51504 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2012,"3,13,699",44791 kms,Petrol,Manual
HYUNDAI I20SPORTZ 1.2 VTVT,HYUNDAI,2014,"5,23,799",46849 kms,Petrol,Manual
HYUNDAI SANTRO XINGGLS,HYUNDAI,2013,"2,95,499",68484 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2015,"4,05,399",59222 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2017,"4,37,599",42383 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2019,"3,48,399",30782 kms,Petrol,Manual
HYUNDAI ELITE I20SPORTZ 1.2,HYUNDAI,2018,"5,51,699",67132 kms,Petrol,Manual
HYUNDAI I10ERA,HYUNDAI,2007,"2,38,299",86145 kms,Petrol,Manual
HONDA WR-V1.5 I-DTEC VX MT,HONDA,2019,"9,24,799",52284 kms,Diesel,Manual
RENAULT KWIDRXL,RENAULT,2016,"3,41,899",52399 kms,Petrol,Manual
MARUTI SWIFT DZIREVXI 1.2 BS IV,MARUTI,2015,"5,31,899",60966 kms,Petrol,Manual
MARUTI BALENOALPHA 1.2 K12,MARUTI,2017,"6,42,699",51082 kms,Petrol,Manual
VOLKSWAGEN ,VOLKSWAGEN,2017,"5,93,799",51013 kms,Petrol,
TATA TIAGOXZ 1.2 REVOTRON,TATA,2017,"4,38,999",90206 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI ABS AIR BAG,MARUTI,2011,"2,56,499",104293 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2009,"1,69,899",89568 kms,Petrol,Manual
MARUTI S CROSSZETA 1.3,MARUTI,2015,"5,16,099",74484 kms,Diesel,Manual
MARUTI SWIFTLDI,MARUTI,2009,"2,71,399",90273 kms,Diesel,Manual
VOLKSWAGEN POLOTRENDLINE 1.0 L PETROL,VOLKSWAGEN,2019,"5,67,299",33610 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2012,"2,81,099",45552 kms,Petrol,Manual
MARUTI ALTO K10LXI,MARUTI,2011,"2,14,899",92261 kms,Petrol,Manual
HYUNDAI GRAND I10SPORTZ (O) 1.2 AT VTVT,HYUNDAI,2017,"6,06,699",39524 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2018,"2,97,499",42143 kms,Petrol,Manual
HYUNDAI I10ERA,HYUNDAI,2008,"2,24,099",63040 kms,Petrol,Manual
MARUTI ALTOLXI CNG,MARUTI,2012,"2,02,599",80388 kms,Petrol + CNG,Manual
TATA ,TATA,2019,"5,97,899",24296 kms,Petrol,
FORD FIGO1.2 ZXI DURATEC,FORD,2010,"2,68,899",59354 kms,Petrol,Manual
MARUTI BALENOZETA 1.2 K12,MARUTI,2018,"6,19,192",40509 kms,Petrol,Manual
HYUNDAI I10MAGNA 1.2,HYUNDAI,2008,"2,41,299",94989 kms,Petrol,Manual
MARUTI SWIFT DZIREVXI 1.2 BS IV,MARUTI,2015,"5,35,999",78713 kms,Petrol,Manual
HYUNDAI SANTRO XINGGL PLUS,HYUNDAI,2011,"2,52,399",88944 kms,Petrol,Manual
MARUTI SWIFTVDI,MARUTI,2019,"6,60,199",43074 kms,Diesel,Manual
MARUTI SWIFT DZIREVXI 1.2 BS IV,MARUTI,2015,"5,34,299",57835 kms,Petrol,Manual
MARUTI BALENOZETA 1.2 K12,MARUTI,2016,"6,19,099",66569 kms,Petrol,Manual
MARUTI ALTO K10LXI,MARUTI,2012,"2,14,199",81759 kms,Petrol,Manual
MARUTI BALENOALPHA 1.2 K12,MARUTI,2017,"7,11,499",58754 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2019,"2,99,699",34886 kms,Petrol,Manual
HYUNDAI SANTRO XINGGLS,HYUNDAI,2009,"1,72,299",105529 kms,Petrol,Manual
MARUTI RITZVDI,MARUTI,2012,"3,09,999",80522 kms,Diesel,Manual
MARUTI DZIREVDI,MARUTI,2019,"7,76,999",21168 kms,Diesel,Manual
HYUNDAI SANTRO XINGXO ERLX EURO III,HYUNDAI,2007,"1,64,199",72130 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2 KAPPA2,HYUNDAI,2011,"3,03,299",92151 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2010,"1,91,699",103310 kms,Petrol,Manual
MARUTI WAGON R 1.0LXI CNG,MARUTI,2012,"3,15,299",79870 kms,Petrol + CNG,Manual
MARUTI SWIFT DZIREVDI OPT,MARUTI,2017,"6,80,599",59374 kms,Diesel,Manual
MARUTI ZEN ESTILOLXI,MARUTI,2009,"2,25,499",95532 kms,Petrol,Manual
FORD FIGO1.2 TITANIUM DURATEC,FORD,2010,"2,42,799",92734 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2012,"2,72,099",94205 kms,Petrol,Manual
MARUTI SWIFT DZIREVDI OPT,MARUTI,2017,"6,45,799",57889 kms,Diesel,Manual
MARUTI ALTO 800LXI,MARUTI,2019,"3,31,799",29700 kms,Petrol,Manual
TOYOTA INNOVA CRYSTA2.4 VX 8 STR,TOYOTA,2018,"18,79,199",51848 kms,Diesel,Manual
HYUNDAI I10MAGNA 1.2,HYUNDAI,2009,"2,62,099",87163 kms,Petrol,Manual
MARUTI SWIFTZDI,MARUTI,2012,"4,60,799",77838 kms,Diesel,Manual
MARUTI SWIFTVXI,MARUTI,2012,"4,36,699",79896 kms,Petrol,Manual
HYUNDAI I10MAGNA 1.2 KAPPA2,HYUNDAI,2011,"2,83,399",93562 kms,Petrol,Manual
MARUTI WAGON R DUOLXI LPG,MARUTI,2008,"1,96,599",99395 kms,Petrol + LPG,Manual
HYUNDAI SANTRO XINGGL,HYUNDAI,2010,"2,15,199",87080 kms,Petrol,Manual
MARUTI ,MARUTI,2019,"9,73,399",10348 kms,Petrol,
MARUTI ALTO K10LXI,MARUTI,2010,"1,90,399",101672 kms,Petrol,Manual
MARUTI SWIFT DZIREVXI 1.2 BS IV,MARUTI,2013,"4,86,099",76078 kms,Petrol,Manual
VOLKSWAGEN POLOTRENDLINE 1.0 L PETROL,VOLKSWAGEN,2019,"5,91,999",42284 kms,Petrol,Manual
HYUNDAI I10MAGNA 1.2 KAPPA2,HYUNDAI,2011,"3,76,999",75528 kms,Petrol,Manual
MARUTI SWIFT DZIREVDI OPT,MARUTI,2016,"6,31,999",53258 kms,Diesel,Manual
MARUTI WAGON RLXI,MARUTI,2009,"2,80,899",74291 kms,Petrol,Manual
VOLKSWAGEN VENTOHIGHLINE DIESEL,VOLKSWAGEN,2013,"4,97,699",80714 kms,Diesel,Manual
HONDA CITYVX CVT PETROL,HONDA,2017,"8,81,599",89362 kms,Petrol,Automatic
HYUNDAI I10SPORTZ 1.2,HYUNDAI,2008,"2,65,699",89270 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.1 IRDE2,HYUNDAI,2014,"3,69,399",81336 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2,HYUNDAI,2010,"2,76,999",95704 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2015,"3,67,499",76719 kms,Petrol,Manual
MARUTI RITZLDI,MARUTI,2012,"2,96,199",102870 kms,Diesel,Manual
MARUTI ALTO K10VXI,MARUTI,2010,"2,59,599",86328 kms,Petrol,Manual
MAHINDRA THARCRDE 4X4 BS IV,MAHINDRA,2017,"8,10,299",37582 kms,Diesel,Manual
MARUTI SWIFTVXI 1.3,MARUTI,2008,"2,96,299",95854 kms,Petrol,Manual
HYUNDAI I10MAGNA 1.2,HYUNDAI,2009,"2,62,199",94523 kms,Petrol,Manual
HONDA CITYZX CVT ANNIVERSARY EDITION,HONDA,2018,"9,62,899",55357 kms,Petrol,Automatic
HONDA AMAZE1.5 SMT I DTEC,HONDA,2013,"4,13,399",85851 kms,Diesel,Manual
MARUTI CELERIOVXI,MARUTI,2015,"3,64,299",102472 kms,Petrol,Manual
VOLKSWAGEN POLOHIGHLINE1.2L DIESEL,VOLKSWAGEN,2013,"4,70,899",77361 kms,Diesel,Manual
MAHINDRA XUV500W8 FWD,MAHINDRA,2012,"4,57,599",91966 kms,Diesel,Manual
MARUTI SWIFT DZIREVXI 1.2 BS IV,MARUTI,2015,"5,22,799",107589 kms,Petrol,Manual
MARUTI SWIFTLDI,MARUTI,2009,"3,65,699",84156 kms,Diesel,Manual
MARUTI WAGON R 1.0LXI CNG,MARUTI,2012,"3,11,499",86601 kms,Petrol + CNG,Manual
MARUTI BALENOALPHA DDIS 190,MARUTI,2018,"7,23,699",74535 kms,Diesel,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2013,"3,25,199",77678 kms,Petrol,Manual
MARUTI BALENOZETA 1.2 K12,MARUTI,2017,"5,95,699",62516 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2 KAPPA2,HYUNDAI,2011,"3,15,099",112315 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2013,"2,40,599",80448 kms,Petrol,Manual
MARUTI SWIFTVDI ABS,MARUTI,2016,"4,99,699",82732 kms,Diesel,Manual
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2014,"5,16,299",81540 kms,Diesel,Manual
MARUTI ALTOLXI,MARUTI,2007,"1,44,899",132515 kms,Petrol,Manual
MARUTI SWIFT DZIREZXI 1.2 BS IV,MARUTI,2015,"5,04,499",106675 kms,Petrol,Manual
MARUTI SWIFTVDI,MARUTI,2011,"3,30,199",110597 kms,Diesel,Manual
HYUNDAI ELITE I20SPORTZ 1.2,HYUNDAI,2017,"6,02,599",87864 kms,Petrol,Manual
HONDA CITYV AT,HONDA,2010,"4,48,599",93900 kms,Petrol,Automatic
TOYOTA INNOVA CRYSTA2.4 GX 8 STR,TOYOTA,2019,"15,48,699",187062 kms,Diesel,Manual
TOYOTA INNOVA CRYSTA2.8 ZX AT 7 STR,TOYOTA,2017,"17,99,599",71780 kms,Diesel,Automatic
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2013,"4,77,399",85864 kms,Diesel,Manual
MARUTI SWIFTVDI,MARUTI,2012,"4,02,299",109540 kms,Diesel,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2014,"3,62,199",90978 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2 AT KAPPA2,HYUNDAI,2011,"3,73,699",116395 kms,Petrol,Automatic
MARUTI ALTO 800LXI CNG,MARUTI,2012,"2,49,599",103748 kms,Petrol + CNG,Manual
MARUTI ALTOLXI,MARUTI,2009,"1,68,299",155996 kms,Petrol + LPG,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2012,"3,25,499",105694 kms,Petrol,Manual
MARUTI SWIFT DZIREVXI 1.2 BS IV,MARUTI,2012,"4,02,499",112871 kms,Petrol,Manual
MARUTI SWIFT DZIREZXI 1.2 BS IV,MARUTI,2015,"5,18,799",90617 kms,Petrol,Manual
MARUTI CIAZALPHA 1.3 DDIS SHVS,MARUTI,2017,"7,11,499",110150 kms,Diesel,Manual
HYUNDAI CRETA1.6 SX PLUS DIESEL,HYUNDAI,2015,"8,88,699",55867 kms,Diesel,Manual
MARUTI SWIFTZDI,MARUTI,2012,"4,60,199",101039 kms,Diesel,Manual
MARUTI S CROSSZETA 1.3,MARUTI,2018,"9,26,399",43847 kms,Diesel,Manual
VOLKSWAGEN POLOTRENDLINE 1.2L PETROL,VOLKSWAGEN,2015,"4,62,799",65120 kms,Petrol,Manual
MARUTI SWIFT DZIREVXI 1.2 BS IV,MARUTI,2015,"5,04,399",101946 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2011,"1,95,599",118602 kms,Petrol,Manual
HYUNDAI XCENTSX 1.1 CRDI,HYUNDAI,2015,"4,62,499",109973 kms,Diesel,Manual
HYUNDAI ELITE I20SPORTZ 1.2,HYUNDAI,2017,"5,96,999",97090 kms,Petrol,Manual
MARUTI RITZVDI,MARUTI,2011,"3,13,699",133129 kms,Diesel,Manual
HYUNDAI I10SPORTZ 1.2 KAPPA2,HYUNDAI,2010,"3,26,599",131057 kms,Petrol,Manual
MARUTI CELERIOVXI AMT,MARUTI,2014,"3,51,199",141639 kms,Petrol,Automatic
MARUTI SWIFTVDI,MARUTI,2013,"3,93,699",111864 kms,Diesel,Manual
MARUTI ALTO K10VXI,MARUTI,2012,"3,06,599",80217 kms,Petrol,Manual
HYUNDAI GRAND I10ASTA 1.2 KAPPA VTVT,HYUNDAI,2015,"4,82,799",66196 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2012,"2,18,699",103887 kms,Petrol,Manual
MARUTI S CROSSZETA 1.3,MARUTI,2017,"7,38,841",111332 kms,Diesel,Manual
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2013,"4,51,599",108673 kms,Diesel,Manual
MARUTI SWIFTVDI ABS,MARUTI,2015,"4,70,299",98101 kms,Diesel,Manual
TOYOTA ETIOSGD,TOYOTA,2017,"5,21,099",86972 kms,Diesel,Manual
HONDA CITYV AT,HONDA,2010,"4,07,599",167063 kms,Petrol,Automatic
MARUTI RITZVDI,MARUTI,2011,"3,07,999",114828 kms,Diesel,Manual
TOYOTA INNOVA CRYSTA2.4 VX 8 STR,TOYOTA,2018,"17,75,899",83837 kms,Diesel,Manual
MARUTI BALENOALPHA DDIS 190,MARUTI,2018,"7,53,199",93565 kms,Diesel,Manual
VOLKSWAGEN POLOCOMFORTLINE 1.5L DIESEL,VOLKSWAGEN,2015,"4,56,299",130613 kms,Diesel,Manual
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2015,"5,14,899",97036 kms,Diesel,Manual
MARUTI SWIFT DZIREVDI,MARUTI,2013,"4,53,899",156746 kms,Diesel,Manual
FORD FIGO1.4 ZXI DURATORQ,FORD,2014,"2,95,599",120930 kms,Diesel,Manual
MARUTI SWIFT DZIREVXI 1.2 BS IV,MARUTI,2015,"5,11,899",94320 kms,Petrol,Manual
MARUTI SWIFTVDI,MARUTI,2012,"3,98,899",164028 kms,Diesel,Manual
HYUNDAI SANTRO XINGGLS LPG,HYUNDAI,2012,"2,69,599",129644 kms,Petrol + LPG,Manual
MARUTI SWIFTVXI,MARUTI,2014,"4,30,099",101747 kms,Petrol,Manual
MARUTI VITARA BREZZAVDI AMT,MARUTI,2018,"8,61,499",81477 kms,Diesel,Manual
MARUTI S CROSSZETA 1.3,MARUTI,2017,"7,32,231",120461 kms,Diesel,Manual
MARUTI BALENOALPHA DDIS 190,MARUTI,2016,"6,00,799",126738 kms,Diesel,Manual
MARUTI WAGON R DUOLXI LPG,MARUTI,2010,"2,42,099",151076 kms,Petrol + LPG,Manual
TOYOTA FORTUNER3.0 MT 4X4,TOYOTA,2009,"9,32,199",215378 kms,Diesel,Manual
MARUTI ALTO 800VXI,MARUTI,2014,"2,51,599",167062 kms,Petrol,Manual
MARUTI DZIREVDI,MARUTI,2017,"5,99,499",175702 kms,Diesel,Manual
MARUTI SWIFTZDI,MARUTI,2015,"4,89,499",171277 kms,Diesel,Manual
MARUTI SWIFT DZIREVXI 1.3,MARUTI,2009,"3,27,599",173278 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2014,"3,29,399",118885 kms,Petrol,Manual
MARUTI BALENOZETA DDIS 190,MARUTI,2016,"5,75,199",200759 kms,Diesel,Manual
MARUTI VITARA BREZZAVDI AMT,MARUTI,2018,"7,63,999",99039 kms,Diesel,Manual
TOYOTA INNOVA CRYSTA2.4 VX 8 STR,TOYOTA,2018,"18,26,199",181973 kms,Diesel,Manual
MARUTI BALENOALPHA 1.2 K12,MARUTI,2018,"6,34,699",142383 kms,Petrol,Manual
MARUTI SWIFT DZIREVXI 1.2 BS IV,MARUTI,2015,"5,19,999",158948 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2012,"2,44,799",126194 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2015,"2,39,999",234522 kms,Petrol,Manual
TOYOTA INNOVA CRYSTA2.4 VX 8 STR,TOYOTA,2017,"15,88,499",147554 kms,Diesel,Manual
MARUTI ERTIGAVDI ABS,MARUTI,2014,"5,73,199",149390 kms,Diesel,Manual
TOYOTA INNOVA2.5 VX 8 STR BS IV,TOYOTA,2015,"10,54,499",143896 kms,Diesel,Manual
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2013,"4,96,099",227373 kms,Diesel,Manual
MARUTI ALTO K10VXI,MARUTI,2015,"2,86,599",33573 kms,Petrol,Manual
MARUTI EECO5 STR WITH AC PLUSHTR,MARUTI,2017,"3,76,499",13599 kms,Petrol,Manual
HYUNDAI NEW SANTRO1.1 SPORTS AMT,HYUNDAI,2018,"4,86,399",16286 kms,Petrol,Manual
HYUNDAI I10MAGNA 1.2,HYUNDAI,2010,"2,91,199",44483 kms,Petrol,Manual
MARUTI EECO5 STR WITH AC PLUSHTR,MARUTI,2019,"4,37,999",15083 kms,Petrol,Manual
MARUTI CELERIOZXI OPT,MARUTI,2018,"4,64,899",30292 kms,Petrol,Manual
RENAULT KWID1.0 RXT OPT,RENAULT,2019,"4,08,499",3145 kms,Petrol,Manual
MARUTI EECO5 STR WITH AC PLUSHTR,MARUTI,2019,"4,30,799",12696 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2015,"2,71,399",47133 kms,Petrol,Manual
HYUNDAI I20SPORTZ 1.2 O,HYUNDAI,2010,"3,01,599",53951 kms,Petrol,Manual
HYUNDAI ELITE I20ASTA 1.2,HYUNDAI,2016,"5,75,099",30356 kms,Petrol,Manual
VOLKSWAGEN AMEOHIGHLINE 1.2,VOLKSWAGEN,2016,"5,02,099",42970 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2014,"3,40,099",58748 kms,Petrol,Manual
MARUTI ,MARUTI,2018,"2,83,899",45120 kms,Petrol,
HYUNDAI CRETA1.6 SX PLUS PETROL,HYUNDAI,2017,"9,76,055",29907 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2 AT KAPPA2,HYUNDAI,2010,"3,26,199",78735 kms,Petrol,Automatic
HYUNDAI ACCENTGLE,HYUNDAI,2008,"1,66,099",90511 kms,Petrol,Manual
MARUTI IGNISZETA 1.2 K12,MARUTI,2018,"4,75,399",67543 kms,Petrol,Manual
TOYOTA INNOVA2.5 GX 8 STR BS IV,TOYOTA,2012,"7,30,399",105927 kms,Diesel,Manual
MARUTI VITARA BREZZAVDI AMT,MARUTI,2019,"9,67,199",40871 kms,Diesel,Manual
HYUNDAI SANTRO XINGGLS,HYUNDAI,2007,"2,05,499",118115 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2011,"2,36,999",23837 kms,Petrol,Manual
HYUNDAI SANTRO XINGGLS,HYUNDAI,2013,"3,28,699",22856 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2012,"2,52,999",21215 kms,Petrol,Manual
MARUTI CELERIOVXI AMT,MARUTI,2015,"3,83,299",34106 kms,Petrol,Automatic
MARUTI ALTO 800LXI,MARUTI,2018,"3,41,699",7321 kms,Petrol,Manual
MARUTI NEW  WAGON-RVXI 1.2L,MARUTI,2019,"4,94,499",15186 kms,Petrol,Manual
MARUTI DZIREVXI,MARUTI,2017,"6,22,801",12576 kms,Petrol,Manual
MARUTI ,MARUTI,2018,"2,95,099",23497 kms,Petrol,
MARUTI SWIFTVXI,MARUTI,2012,"4,35,699",32021 kms,Petrol,Manual
HYUNDAI I20 ACTIVE1.2 S,HYUNDAI,2015,"5,67,099",40206 kms,Petrol,Manual
HONDA AMAZE1.5 VXMT I DTEC,HONDA,2013,"4,14,999",59316 kms,Diesel,Manual
MARUTI ALTO 800VXI,MARUTI,2014,"2,74,699",37757 kms,Petrol,Manual
HYUNDAI SANTRO XINGGLS,HYUNDAI,2008,"1,90,599",41859 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2 AT KAPPA2,HYUNDAI,2011,"3,96,699",47620 kms,Petrol,Automatic
MARUTI WAGON R 1.0VXI,MARUTI,2012,"3,33,299",14631 kms,Petrol,Manual
NISSAN MICRAXE DIESEL,NISSAN,2013,"3,01,599",50151 kms,Diesel,Manual
HYUNDAI GRAND I10SPORTZ 1.2 KAPPA VTVT,HYUNDAI,2017,"5,24,299",26290 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2 AT KAPPA2,HYUNDAI,2011,"3,29,999",70484 kms,Petrol,Automatic
MARUTI SWIFTLXI,MARUTI,2018,"5,16,799",24945 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2010,"1,86,999",63438 kms,Petrol,Manual
MARUTI WAGON R 1.0LXI CNG,MARUTI,2013,"3,53,799",51098 kms,Petrol + CNG,Manual
HYUNDAI I10MAGNA,HYUNDAI,2008,"2,41,199",45699 kms,Petrol,Manual
MARUTI SWIFT DZIREVDI,MARUTI,2013,"4,71,499",52330 kms,Diesel,Manual
TATA TIAGOXZ 1.2 REVOTRON,TATA,2017,"4,84,099",28119 kms,Petrol,Manual
MARUTI ,MARUTI,2018,"2,80,299",25568 kms,Petrol,
MARUTI SWIFT DZIREZXI 1.2 BS IV,MARUTI,2015,"5,43,699",71639 kms,Petrol,Manual
MARUTI EECO5 STR WITH AC PLUSHTR,MARUTI,2018,"4,18,499",30818 kms,Petrol,Manual
HYUNDAI ELITE I20SPORTZ 1.4,HYUNDAI,2016,"6,23,199",35670 kms,Diesel,Manual
MARUTI EECO5 STR WITH AC PLUSHTR,MARUTI,2017,"3,64,999",41736 kms,Petrol,Manual
HYUNDAI I10MAGNA 1.2,HYUNDAI,2010,"2,73,799",75181 kms,Petrol,Manual
MARUTI ALTO 800LXI OPT,MARUTI,2017,"3,41,299",39752 kms,Petrol,Manual
MARUTI WAGON R 1.0LXI,MARUTI,2010,"2,66,299",75181 kms,Petrol,Manual
HYUNDAI SANTRO XINGGL,HYUNDAI,2008,"1,64,199",84985 kms,Petrol + LPG,Manual
MARUTI ALTO K10VXI,MARUTI,2013,"2,41,599",61444 kms,Petrol,Manual
HONDA JAZZ1.2 V AT,HONDA,2015,"5,06,699",64455 kms,Petrol,Automatic
HYUNDAI XCENTSX 1.2 OPT,HYUNDAI,2014,"5,54,899",65833 kms,Petrol,Manual
VOLKSWAGEN POLOHIGHLINE1.2L PETROL,VOLKSWAGEN,2011,"3,01,899",81993 kms,Petrol,Manual
MARUTI RITZZXI,MARUTI,2014,"3,51,899",65000 kms,Petrol,Manual
HYUNDAI SANTRO XINGXO ERLX EURO III,HYUNDAI,2007,"1,66,399",52521 kms,Petrol,Manual
HYUNDAI ELITE I201.4 MAGNA PLUS CRDI,HYUNDAI,2019,"5,98,499",28724 kms,Diesel,Manual
MARUTI IGNISSIGMA 1.2 K12,MARUTI,2018,"4,31,099",54250 kms,Petrol,Manual
MARUTI BALENOZETA 1.2 K12,MARUTI,2018,"6,20,899",37546 kms,Petrol,Manual
RENAULT ,RENAULT,2016,"3,33,099",63653 kms,Petrol,
HYUNDAI GRAND I10SPORTZ (O) 1.2 AT VTVT,HYUNDAI,2017,"5,54,399",44185 kms,Petrol,Manual
MARUTI ALTOVXI,MARUTI,2019,"3,64,699",26234 kms,Petrol,Manual
SKODA OCTAVIASTYLE 1.4 TSI MT,SKODA,2017,"13,99,899",47108 kms,Petrol,Manual
MARUTI SWIFTVXI 1.3,MARUTI,2008,"3,10,199",84544 kms,Petrol,Manual
MARUTI CELERIOZXI AMT,MARUTI,2016,"4,07,599",60903 kms,Petrol,Automatic
MARUTI VITARA BREZZAZDI,MARUTI,2016,"7,30,099",37380 kms,Diesel,Manual
FORD ECOSPORT1.5TITANIUM TDCI,FORD,2018,"7,84,599",71483 kms,Diesel,Manual
HYUNDAI ELITE I20ASTA 1.2 (O),HYUNDAI,2019,"7,40,899",35244 kms,Petrol,Manual
MARUTI SWIFTLDI,MARUTI,2009,"3,03,299",100009 kms,Diesel,Manual
HYUNDAI VERNA1.6 SX VTVT,HYUNDAI,2018,"8,42,899",52588 kms,Petrol,Manual
MARUTI ALTO K10LXI,MARUTI,2010,"1,86,799",102362 kms,Petrol,Manual
